sample_id;subspecies;p1_id;p1_date;pv1_id;pv1_value_id;pv1_phenotype_id;pv1_number;p2_id;p2_date;pv2_id;pv2_value_id;pv2_phenotype_id;pv2_number;entity_id;is_valid;value
1074683;1;12106;2011-08-29;9930;55;12106;0.58;14777;2011-09-29;12204;69;14777;0.090;366;6;6.44444
1074683;1;14169;2011-09-26;11793;55;14169;0.592;12755;2011-08-31;10379;69;12755;0.091;366;6;6.50549
1074683;1;14169;2011-09-26;11793;55;14169;0.592;14777;2011-09-29;12204;69;14777;0.090;366;7;6.57778
1074684;1;12107;2011-08-29;9931;55;12107;0.797;12782;2011-08-31;10406;69;12782;0.113;366;7;7.05310
1074684;1;12107;2011-08-29;9931;55;12107;0.797;14767;2011-09-29;12194;69;14767;0.083;366;6;9.60241
1074684;1;14170;2011-09-26;11794;55;14170;0.544;12782;2011-08-31;10406;69;12782;0.113;366;6;4.81416
1074684;1;14170;2011-09-26;11794;55;14170;0.544;14767;2011-09-29;12194;69;14767;0.083;366;7;6.55422
1074685;1;12105;2011-08-29;9929;55;12105;0.746;12758;2011-08-31;10382;69;12758;0.089;366;7;8.38202
1074685;1;12105;2011-08-29;9929;55;12105;0.746;14752;2011-09-29;12179;69;14752;0.063;366;6;11.84127
1074685;1;14172;2011-09-26;11796;55;14172;0.408;12758;2011-08-31;10382;69;12758;0.089;366;6;4.58427
1074685;1;14172;2011-09-26;11796;55;14172;0.408;14752;2011-09-29;12179;69;14752;0.063;366;7;6.47619
1074686;1;12154;2011-08-29;9978;55;12154;0.525;12703;2011-08-31;10327;69;12703;0.073;366;7;7.19178
1074686;1;12154;2011-08-29;9978;55;12154;0.525;14817;2011-09-29;12244;69;14817;0.096;366;6;5.46875
1074686;1;14217;2011-09-26;11841;55;14217;0.660;12703;2011-08-31;10327;69;12703;0.073;366;6;9.04110
1074686;1;14217;2011-09-26;11841;55;14217;0.660;14817;2011-09-29;12244;69;14817;0.096;366;7;6.87500
1074687;1;12155;2011-08-29;9979;55;12155;0.449;12714;2011-08-31;10338;69;12714;0.071;366;7;6.32394
1074687;1;12155;2011-08-29;9979;55;12155;0.449;14802;2011-09-29;12229;69;14802;0.129;366;6;3.48062
1074687;1;14220;2011-09-26;11844;55;14220;0.917;12714;2011-08-31;10338;69;12714;0.071;366;6;12.91549
1074687;1;14220;2011-09-26;11844;55;14220;0.917;14802;2011-09-29;12229;69;14802;0.129;366;7;7.10853
1074688;1;12156;2011-08-29;9980;55;12156;0.489;12701;2011-08-31;10325;69;12701;0.074;366;7;6.60811
1074688;1;12156;2011-08-29;9980;55;12156;0.489;14810;2011-09-29;12237;69;14810;0.130;366;6;3.76154
1074688;1;14218;2011-09-26;11842;55;14218;0.934;12701;2011-08-31;10325;69;12701;0.074;366;6;12.62162
1074688;1;14218;2011-09-26;11842;55;14218;0.934;14810;2011-09-29;12237;69;14810;0.130;366;7;7.18462
1074689;1;12153;2011-08-29;9977;55;12153;0.523;12693;2011-08-31;10317;69;12693;0.082;366;7;6.37805
1074689;1;12153;2011-08-29;9977;55;12153;0.523;14805;2011-09-29;12232;69;14805;0.118;366;6;4.43220
1074689;1;14219;2011-09-26;11843;55;14219;0.823;12693;2011-08-31;10317;69;12693;0.082;366;6;10.03659
1074689;1;14219;2011-09-26;11843;55;14219;0.823;14805;2011-09-29;12232;69;14805;0.118;366;7;6.97458
1074690;1;12173;2011-08-29;9997;55;12173;0.759;12719;2011-08-31;10343;69;12719;0.104;366;7;7.29808
1074690;1;12173;2011-08-29;9997;55;12173;0.759;14826;2011-09-29;12253;69;14826;0.067;366;6;11.32836
1074690;1;14238;2011-09-26;11862;55;14238;0.399;12719;2011-08-31;10343;69;12719;0.104;366;6;3.83654
1074690;1;14238;2011-09-26;11862;55;14238;0.399;14826;2011-09-29;12253;69;14826;0.067;366;7;5.95522
1074691;1;12174;2011-08-29;9998;55;12174;0.812;12725;2011-08-31;10349;69;12725;0.101;366;7;8.03960
1074691;1;12174;2011-08-29;9998;55;12174;0.812;14830;2011-09-29;12257;69;14830;0.161;366;6;5.04348
1074691;1;14240;2011-09-26;11864;55;14240;1.180;12725;2011-08-31;10349;69;12725;0.101;366;6;11.68317
1074691;1;14240;2011-09-26;11864;55;14240;1.180;14830;2011-09-29;12257;69;14830;0.161;366;7;7.32919
1074692;1;12175;2011-08-29;9999;55;12175;0.443;12731;2011-08-31;10355;69;12731;0.071;366;7;6.23944
1074692;1;12175;2011-08-29;9999;55;12175;0.443;14832;2011-09-29;12259;69;14832;0.056;366;6;7.91071
1074692;1;14237;2011-09-26;11861;55;14237;0.329;12731;2011-08-31;10355;69;12731;0.071;366;6;4.63380
1074692;1;14237;2011-09-26;11861;55;14237;0.329;14832;2011-09-29;12259;69;14832;0.056;366;7;5.87500
1074693;1;12176;2011-08-29;10000;55;12176;0.405;12742;2011-08-31;10366;69;12742;0.062;366;7;6.53226
1074693;1;12176;2011-08-29;10000;55;12176;0.405;14824;2011-09-29;12251;69;14824;0.082;366;6;4.93902
1074693;1;14239;2011-09-26;11863;55;14239;0.577;12742;2011-08-31;10366;69;12742;0.062;366;6;9.30645
1074693;1;14239;2011-09-26;11863;55;14239;0.577;14824;2011-09-29;12251;69;14824;0.082;366;7;7.03659
1074694;1;13332;2011-09-01;10956;55;13332;0.398;13604;2011-09-05;11228;69;13604;0.059;366;7;6.74576
1074694;1;13332;2011-09-01;10956;55;13332;0.398;15120;2011-10-04;12547;69;15120;0.169;366;6;2.35503
1074694;1;14848;2011-09-29;12275;55;14848;1.451;13604;2011-09-05;11228;69;13604;0.059;366;2;24.59322
1074694;1;14848;2011-09-29;12275;55;14848;1.451;15120;2011-10-04;12547;69;15120;0.169;366;7;8.58580
1074695;1;13329;2011-09-01;10953;55;13329;0.838;13582;2011-09-05;11206;69;13582;0.104;366;7;8.05769
1074695;1;13329;2011-09-01;10953;55;13329;0.838;15121;2011-10-04;12548;69;15121;0.066;366;6;12.69697
1074695;1;14845;2011-09-29;12272;55;14845;0.459;13582;2011-09-05;11206;69;13582;0.104;366;6;4.41346
1074695;1;14845;2011-09-29;12272;55;14845;0.459;15121;2011-10-04;12548;69;15121;0.066;366;7;6.95455
1074696;1;13330;2011-09-01;10954;55;13330;0.836;13602;2011-09-05;11226;69;13602;0.109;366;7;7.66972
1074696;1;13330;2011-09-01;10954;55;13330;0.836;15122;2011-10-04;12549;69;15122;0.14;366;6;5.97143
1074696;1;14847;2011-09-29;12274;55;14847;1.134;13602;2011-09-05;11226;69;13602;0.109;366;6;10.40367
1074696;1;14847;2011-09-29;12274;55;14847;1.134;15122;2011-10-04;12549;69;15122;0.14;366;7;8.10000
1074697;1;13331;2011-09-01;10955;55;13331;0.77;13615;2011-09-05;11239;69;13615;0.102;366;7;7.54902
1074697;1;13331;2011-09-01;10955;55;13331;0.77;15123;2011-10-04;12550;69;15123;0.097;366;6;7.93814
1074697;1;14846;2011-09-29;12273;55;14846;0.778;13615;2011-09-05;11239;69;13615;0.102;366;6;7.62745
1074697;1;14846;2011-09-29;12273;55;14846;0.778;15123;2011-10-04;12550;69;15123;0.097;366;7;8.02062
1074698;1;13389;2011-09-01;11013;55;13389;0.292;13577;2011-09-05;11201;69;13577;0.045;366;7;6.48889
1074698;1;13389;2011-09-01;11013;55;13389;0.292;15124;2011-10-04;12551;69;15124;0.088;366;6;3.31818
1074698;1;14905;2011-09-29;12332;55;14905;0.473;13577;2011-09-05;11201;69;13577;0.045;366;6;10.51111
1074698;1;14905;2011-09-29;12332;55;14905;0.473;15124;2011-10-04;12551;69;15124;0.088;366;7;5.37500
1074699;1;13391;2011-09-01;11015;55;13391;0.444;13573;2011-09-05;11197;69;13573;0.063;366;7;7.04762
1074699;1;13391;2011-09-01;11015;55;13391;0.444;15125;2011-10-04;12552;69;15125;0.094;366;6;4.72340
1074699;1;14906;2011-09-29;12333;55;14906;0.678;13573;2011-09-05;11197;69;13573;0.063;366;6;10.76190
1074699;1;14906;2011-09-29;12333;55;14906;0.678;15125;2011-10-04;12552;69;15125;0.094;366;7;7.21277
1074700;1;13392;2011-09-01;11016;55;13392;0.521;13570;2011-09-05;11194;69;13570;0.071;366;7;7.33803
1074700;1;13392;2011-09-01;11016;55;13392;0.521;15126;2011-10-04;12553;69;15126;0.078;366;6;6.67949
1074700;1;14908;2011-09-29;12335;55;14908;0.488;13570;2011-09-05;11194;69;13570;0.071;366;6;6.87324
1074700;1;14908;2011-09-29;12335;55;14908;0.488;15126;2011-10-04;12553;69;15126;0.078;366;7;6.25641
1074701;1;13390;2011-09-01;11014;55;13390;0.519;13576;2011-09-05;11200;69;13576;0.067;366;7;7.74627
1074701;1;13390;2011-09-01;11014;55;13390;0.519;15127;2011-10-04;12554;69;15127;0.07;366;6;7.41429
1074701;1;14907;2011-09-29;12334;55;14907;0.512;13576;2011-09-05;11200;69;13576;0.067;366;6;7.64179
1074701;1;14907;2011-09-29;12334;55;14907;0.512;15127;2011-10-04;12554;69;15127;0.07;366;7;7.31429
1074702;1;13400;2011-09-01;11024;55;13400;0.613;13568;2011-09-05;11192;69;13568;0.085;366;7;7.21176
1074702;1;13400;2011-09-01;11024;55;13400;0.613;15128;2011-10-04;12555;69;15128;0.117;366;6;5.23932
1074702;1;14920;2011-09-29;12347;55;14920;0.942;13568;2011-09-05;11192;69;13568;0.085;366;6;11.08235
1074702;1;14920;2011-09-29;12347;55;14920;0.942;15128;2011-10-04;12555;69;15128;0.117;366;7;8.05128
1074703;1;13397;2011-09-01;11021;55;13397;1.276;13523;2011-09-05;11147;69;13523;0.159;366;7;8.02516
1074703;1;13397;2011-09-01;11021;55;13397;1.276;15129;2011-10-04;12556;69;15129;0.107;366;6;11.92523
1074703;1;14919;2011-09-29;12346;55;14919;0.803;13523;2011-09-05;11147;69;13523;0.159;366;6;5.05031
1074703;1;14919;2011-09-29;12346;55;14919;0.803;15129;2011-10-04;12556;69;15129;0.107;366;7;7.50467
1074704;1;13399;2011-09-01;11023;55;13399;0.338;13569;2011-09-05;11193;69;13569;0.049;366;7;6.89796
1074704;1;13399;2011-09-01;11023;55;13399;0.338;15130;2011-10-04;12557;69;15130;0.08;366;6;4.22500
1074704;1;14917;2011-09-29;12344;55;14917;0.525;13569;2011-09-05;11193;69;13569;0.049;366;6;10.71429
1074704;1;14917;2011-09-29;12344;55;14917;0.525;15130;2011-10-04;12557;69;15130;0.08;366;7;6.56250
1074705;1;13398;2011-09-01;11022;55;13398;1.091;13522;2011-09-05;11146;69;13522;0.141;366;7;7.73759
1074705;1;13398;2011-09-01;11022;55;13398;1.091;15131;2011-10-04;12558;69;15131;0.185;366;6;5.89730
1074705;1;14918;2011-09-29;12345;55;14918;1.406;13522;2011-09-05;11146;69;13522;0.141;366;6;9.97163
1074705;1;14918;2011-09-29;12345;55;14918;1.406;15131;2011-10-04;12558;69;15131;0.185;366;7;7.60000
1117360;1;18353;2011-12-08;15580;55;18353;0.805;18524;2011-12-12;15751;69;18524;0.091;366;7;8.84615
1117360;1;18353;2011-12-08;15580;55;18353;0.805;19300;2012-01-10;16527;69;19300;0.139;366;6;5.79137
1117360;1;19129;2012-01-05;16356;55;19129;1.530;18524;2011-12-12;15751;69;18524;0.091;366;2;16.81319
1117360;1;19129;2012-01-05;16356;55;19129;1.530;19300;2012-01-10;16527;69;19300;0.139;366;7;11.00719
1117361;1;18354;2011-12-08;15581;55;18354;1.048;18525;2011-12-12;15752;69;18525;0.11;366;7;9.52727
1117361;1;18354;2011-12-08;15581;55;18354;1.048;19301;2012-01-10;16528;69;19301;0.094;366;6;11.14894
1117361;1;19131;2012-01-05;16358;55;19131;0.929;18525;2011-12-12;15752;69;18525;0.11;366;6;8.44545
1117361;1;19131;2012-01-05;16358;55;19131;0.929;19301;2012-01-10;16528;69;19301;0.094;366;7;9.88298
1117362;1;18352;2011-12-08;15579;55;18352;0.399;18526;2011-12-12;15753;69;18526;0.054;366;7;7.38889
1117362;1;18352;2011-12-08;15579;55;18352;0.399;19302;2012-01-10;16529;69;19302;0.073;366;6;5.46575
1117362;1;19128;2012-01-05;16355;55;19128;0.650;18526;2011-12-12;15753;69;18526;0.054;366;6;12.03704
1117362;1;19128;2012-01-05;16355;55;19128;0.650;19302;2012-01-10;16529;69;19302;0.073;366;7;8.90411
1117363;1;18355;2011-12-08;15582;55;18355;1.078;18527;2011-12-12;15754;69;18527;0.118;366;7;9.13559
1117363;1;18355;2011-12-08;15582;55;18355;1.078;19303;2012-01-10;16530;69;19303;0.087;366;6;12.39080
1117363;1;19130;2012-01-05;16357;55;19130;0.687;18527;2011-12-12;15754;69;18527;0.118;366;6;5.82203
1117363;1;19130;2012-01-05;16357;55;19130;0.687;19303;2012-01-10;16530;69;19303;0.087;366;7;7.89655
1117364;1;18374;2011-12-08;15601;55;18374;0.708;18528;2011-12-12;15755;69;18528;0.084;366;7;8.42857
1117364;1;18374;2011-12-08;15601;55;18374;0.708;19304;2012-01-10;16531;69;19304;0.076;366;6;9.31579
1117364;1;19150;2012-01-05;16377;55;19150;0.633;18528;2011-12-12;15755;69;18528;0.084;366;6;7.53571
1117364;1;19150;2012-01-05;16377;55;19150;0.633;19304;2012-01-10;16531;69;19304;0.076;366;7;8.32895
1117365;1;18373;2011-12-08;15600;55;18373;0.821;18529;2011-12-12;15756;69;18529;0.091;366;7;9.02198
1117365;1;18373;2011-12-08;15600;55;18373;0.821;19305;2012-01-10;16532;69;19305;0.095;366;6;8.64211
1117365;1;19148;2012-01-05;16375;55;19148;0.948;18529;2011-12-12;15756;69;18529;0.091;366;6;10.41758
1117365;1;19148;2012-01-05;16375;55;19148;0.948;19305;2012-01-10;16532;69;19305;0.095;366;7;9.97895
1117366;1;18375;2011-12-08;15602;55;18375;0.518;18530;2011-12-12;15757;69;18530;0.061;366;7;8.49180
1117366;1;18375;2011-12-08;15602;55;18375;0.518;19306;2012-01-10;16533;69;19306;0.069;366;6;7.50725
1117366;1;19151;2012-01-05;16378;55;19151;0.702;18530;2011-12-12;15757;69;18530;0.061;366;6;11.50820
1117366;1;19151;2012-01-05;16378;55;19151;0.702;19306;2012-01-10;16533;69;19306;0.069;366;7;10.17391
1117367;1;18372;2011-12-08;15599;55;18372;0.766;18531;2011-12-12;15758;69;18531;0.085;366;7;9.01176
1117367;1;18372;2011-12-08;15599;55;18372;0.766;19307;2012-01-10;16534;69;19307;0.099;366;6;7.73737
1117367;1;19149;2012-01-05;16376;55;19149;0.983;18531;2011-12-12;15758;69;18531;0.085;366;6;11.56471
1117367;1;19149;2012-01-05;16376;55;19149;0.983;19307;2012-01-10;16534;69;19307;0.099;366;7;9.92929
1117369;1;18415;2011-12-08;15642;55;18415;1.094;18532;2011-12-12;15759;69;18532;0.103;366;7;10.62136
1117369;1;18415;2011-12-08;15642;55;18415;1.094;19308;2012-01-10;16535;69;19308;0.084;366;6;13.02381
1117369;1;19189;2012-01-05;16416;55;19189;0.719;18532;2011-12-12;15759;69;18532;0.103;366;6;6.98058
1117369;1;19189;2012-01-05;16416;55;19189;0.719;19308;2012-01-10;16535;69;19308;0.084;366;7;8.55952
1117370;1;18414;2011-12-08;15641;55;18414;0.489;18533;2011-12-12;15760;69;18533;0.058;366;7;8.43103
1117370;1;18414;2011-12-08;15641;55;18414;0.489;19309;2012-01-10;16536;69;19309;0.101;366;6;4.84158
1117370;1;19191;2012-01-05;16418;55;19191;0.986;18533;2011-12-12;15760;69;18533;0.058;366;2;17.00000
1117370;1;19191;2012-01-05;16418;55;19191;0.986;19309;2012-01-10;16536;69;19309;0.101;366;7;9.76238
1117371;1;18413;2011-12-08;15640;55;18413;0.606;18534;2011-12-12;15761;69;18534;0.077;366;7;7.87013
1117371;1;18413;2011-12-08;15640;55;18413;0.606;19310;2012-01-10;16537;69;19310;0.104;366;6;5.82692
1117371;1;19188;2012-01-05;16415;55;19188;1.022;18534;2011-12-12;15761;69;18534;0.077;366;6;13.27273
1117371;1;19188;2012-01-05;16415;55;19188;1.022;19310;2012-01-10;16537;69;19310;0.104;366;7;9.82692
1117372;1;18412;2011-12-08;15639;55;18412;0.494;18535;2011-12-12;15762;69;18535;0.061;366;7;8.09836
1117372;1;18412;2011-12-08;15639;55;18412;0.494;19311;2012-01-10;16538;69;19311;0.096;366;6;5.14583
1117372;1;19190;2012-01-05;16417;55;19190;0.856;18535;2011-12-12;15762;69;18535;0.061;366;6;14.03279
1117372;1;19190;2012-01-05;16417;55;19190;0.856;19311;2012-01-10;16538;69;19311;0.096;366;7;8.91667
1117373;1;17667;2011-12-05;15094;55;17667;0.645;18266;2011-12-07;15493;69;18266;0.074;366;7;8.71622
1117373;1;17667;2011-12-05;15094;55;17667;0.645;19033;2012-01-04;16260;69;19033;0.089;366;6;7.24719
1117373;1;18641;2012-01-02;15868;55;18641;0.724;18266;2011-12-07;15493;69;18266;0.074;366;6;9.78378
1117373;1;18641;2012-01-02;15868;55;18641;0.724;19033;2012-01-04;16260;69;19033;0.089;366;7;8.13483
1117374;1;17664;2011-12-05;15091;55;17664;0.738;18265;2011-12-07;15492;69;18265;0.075;366;7;9.84000
1117374;1;17664;2011-12-05;15091;55;17664;0.738;19027;2012-01-04;16254;69;19027;0.071;366;6;10.39437
1117374;1;18640;2012-01-02;15867;55;18640;0.589;18265;2011-12-07;15492;69;18265;0.075;366;6;7.85333
1117374;1;18640;2012-01-02;15867;55;18640;0.589;19027;2012-01-04;16254;69;19027;0.071;366;7;8.29577
1117375;1;17666;2011-12-05;15093;55;17666;0.354;18272;2011-12-07;15499;69;18272;0.045;366;7;7.86667
1117375;1;17666;2011-12-05;15093;55;17666;0.354;19034;2012-01-04;16261;69;19034;0.066;366;6;5.36364
1117375;1;18642;2012-01-02;15869;55;18642;0.576;18272;2011-12-07;15499;69;18272;0.045;366;6;12.80000
1117375;1;18642;2012-01-02;15869;55;18642;0.576;19034;2012-01-04;16261;69;19034;0.066;366;7;8.72727
1117376;1;17665;2011-12-05;15092;55;17665;0.569;18267;2011-12-07;15494;69;18267;0.067;366;7;8.49254
1117376;1;17665;2011-12-05;15092;55;17665;0.569;19035;2012-01-04;16262;69;19035;0.088;366;6;6.46591
1117376;1;18643;2012-01-02;15870;55;18643;0.762;18267;2011-12-07;15494;69;18267;0.067;366;6;11.37313
1117376;1;18643;2012-01-02;15870;55;18643;0.762;19035;2012-01-04;16262;69;19035;0.088;366;7;8.65909
1117378;1;17689;2011-12-05;15116;55;17689;0.770;18308;2011-12-07;15535;69;18308;0.088;366;7;8.75000
1117378;1;17689;2011-12-05;15116;55;17689;0.770;19074;2012-01-04;16301;69;19074;0.063;366;6;12.22222
1117378;1;18667;2012-01-02;15894;55;18667;0.486;18308;2011-12-07;15535;69;18308;0.088;366;6;5.52273
1117378;1;18667;2012-01-02;15894;55;18667;0.486;19074;2012-01-04;16301;69;19074;0.063;366;7;7.71429
1117379;1;17691;2011-12-05;15118;55;17691;0.583;18311;2011-12-07;15538;69;18311;0.067;366;7;8.70149
1117379;1;17691;2011-12-05;15118;55;17691;0.583;19071;2012-01-04;16298;69;19071;0.127;366;6;4.59055
1117379;1;18665;2012-01-02;15892;55;18665;0.889;18311;2011-12-07;15538;69;18311;0.067;366;6;13.26866
1117379;1;18665;2012-01-02;15892;55;18665;0.889;19071;2012-01-04;16298;69;19071;0.127;366;7;7.00000
1117380;1;17690;2011-12-05;15117;55;17690;0.742;18309;2011-12-07;15536;69;18309;0.088;366;7;8.43182
1117380;1;17690;2011-12-05;15117;55;17690;0.742;19070;2012-01-04;16297;69;19070;0.082;366;6;9.04878
1117380;1;18664;2012-01-02;15891;55;18664;0.729;18309;2011-12-07;15536;69;18309;0.088;366;6;8.28409
1117380;1;18664;2012-01-02;15891;55;18664;0.729;19070;2012-01-04;16297;69;19070;0.082;366;7;8.89024
1117381;1;17688;2011-12-05;15115;55;17688;0.702;18303;2011-12-07;15530;69;18303;0.079;366;7;8.88608
1117381;1;17688;2011-12-05;15115;55;17688;0.702;19072;2012-01-04;16299;69;19072;0.085;366;6;8.25882
1117381;1;18666;2012-01-02;15893;55;18666;0.699;18303;2011-12-07;15530;69;18303;0.079;366;6;8.84810
1117381;1;18666;2012-01-02;15893;55;18666;0.699;19072;2012-01-04;16299;69;19072;0.085;366;7;8.22353
1117382;1;17726;2011-12-05;15153;55;17726;0.488;18246;2011-12-07;15473;69;18246;0.054;366;7;9.03704
1117382;1;17726;2011-12-05;15153;55;17726;0.488;19096;2012-01-04;16323;69;19096;0.082;366;6;5.95122
1117382;1;18703;2012-01-02;15930;55;18703;0.640;18246;2011-12-07;15473;69;18246;0.054;366;6;11.85185
1117382;1;18703;2012-01-02;15930;55;18703;0.640;19096;2012-01-04;16323;69;19096;0.082;366;7;7.80488
1117383;1;17724;2011-12-05;15151;55;17724;0.487;18250;2011-12-07;15477;69;18250;0.063;366;7;7.73016
1117383;1;17724;2011-12-05;15151;55;17724;0.487;19088;2012-01-04;16315;69;19088;0.075;366;6;6.49333
1117383;1;18701;2012-01-02;15928;55;18701;0.645;18250;2011-12-07;15477;69;18250;0.063;366;6;10.23810
1117383;1;18701;2012-01-02;15928;55;18701;0.645;19088;2012-01-04;16315;69;19088;0.075;366;7;8.60000
1117384;1;17725;2011-12-05;15152;55;17725;0.597;18249;2011-12-07;15476;69;18249;0.070;366;7;8.52857
1117384;1;17725;2011-12-05;15152;55;17725;0.597;19090;2012-01-04;16317;69;19090;0.093;366;6;6.41935
1117384;1;18700;2012-01-02;15927;55;18700;0.699;18249;2011-12-07;15476;69;18249;0.070;366;6;9.98571
1117384;1;18700;2012-01-02;15927;55;18700;0.699;19090;2012-01-04;16317;69;19090;0.093;366;7;7.51613
1117385;1;17727;2011-12-05;15154;55;17727;0.734;18245;2011-12-07;15472;69;18245;0.082;366;7;8.95122
1117385;1;17727;2011-12-05;15154;55;17727;0.734;19098;2012-01-04;16325;69;19098;0.091;366;6;8.06593
1117385;1;18702;2012-01-02;15929;55;18702;0.746;18245;2011-12-07;15472;69;18245;0.082;366;6;9.09756
1117385;1;18702;2012-01-02;15929;55;18702;0.746;19098;2012-01-04;16325;69;19098;0.091;366;7;8.19780
1117386;1;17652;2011-12-05;15079;55;17652;0.551;18282;2011-12-07;15509;69;18282;0.063;366;7;8.74603
1117386;1;17652;2011-12-05;15079;55;17652;0.551;19018;2012-01-04;16245;69;19018;0.047;366;6;11.72340
1117386;1;18631;2012-01-02;15858;55;18631;0.361;18282;2011-12-07;15509;69;18282;0.063;366;6;5.73016
1117386;1;18631;2012-01-02;15858;55;18631;0.361;19018;2012-01-04;16245;69;19018;0.047;366;7;7.68085
1117387;1;17653;2011-12-05;15080;55;17653;0.465;18283;2011-12-07;15510;69;18283;0.057;366;7;8.15789
1117387;1;17653;2011-12-05;15080;55;17653;0.465;19014;2012-01-04;16241;69;19014;0.088;366;6;5.28409
1117387;1;18630;2012-01-02;15857;55;18630;0.877;18283;2011-12-07;15510;69;18283;0.057;366;2;15.38596
1117387;1;18630;2012-01-02;15857;55;18630;0.877;19014;2012-01-04;16241;69;19014;0.088;366;7;9.96591
1117388;1;17654;2011-12-05;15081;55;17654;0.449;18284;2011-12-07;15511;69;18284;0.054;366;7;8.31481
1117388;1;17654;2011-12-05;15081;55;17654;0.449;19015;2012-01-04;16242;69;19015;0.078;366;6;5.75641
1117388;1;18628;2012-01-02;15855;55;18628;0.702;18284;2011-12-07;15511;69;18284;0.054;366;6;13.00000
1117388;1;18628;2012-01-02;15855;55;18628;0.702;19015;2012-01-04;16242;69;19015;0.078;366;7;9.00000
1117389;1;17655;2011-12-05;15082;55;17655;0.573;18285;2011-12-07;15512;69;18285;0.066;366;7;8.68182
1117389;1;17655;2011-12-05;15082;55;17655;0.573;19019;2012-01-04;16246;69;19019;0.099;366;6;5.78788
1117389;1;18629;2012-01-02;15856;55;18629;0.963;18285;2011-12-07;15512;69;18285;0.066;366;6;14.59091
1117389;1;18629;2012-01-02;15856;55;18629;0.963;19019;2012-01-04;16246;69;19019;0.099;366;7;9.72727
1117390;1;17693;2011-12-05;15120;55;17693;0.232;18313;2011-12-07;15540;69;18313;0.036;366;7;6.44444
1117390;1;17693;2011-12-05;15120;55;17693;0.232;19073;2012-01-04;16300;69;19073;0.063;366;6;3.68254
1117390;1;18668;2012-01-02;15895;55;18668;0.484;18313;2011-12-07;15540;69;18313;0.036;366;6;13.44444
1117390;1;18668;2012-01-02;15895;55;18668;0.484;19073;2012-01-04;16300;69;19073;0.063;366;7;7.68254
1117391;1;17695;2011-12-05;15122;55;17695;0.437;18312;2011-12-07;15539;69;18312;0.070;366;7;6.24286
1117391;1;17695;2011-12-05;15122;55;17695;0.437;19066;2012-01-04;16293;69;19066;0.070;366;6;6.24286
1117391;1;18670;2012-01-02;15897;55;18670;0.500;18312;2011-12-07;15539;69;18312;0.070;366;6;7.14286
1117391;1;18670;2012-01-02;15897;55;18670;0.500;19066;2012-01-04;16293;69;19066;0.070;366;7;7.14286
1117392;1;17694;2011-12-05;15121;55;17694;0.360;18314;2011-12-07;15541;69;18314;0.047;366;7;7.65957
1117392;1;17694;2011-12-05;15121;55;17694;0.360;19065;2012-01-04;16292;69;19065;0.098;366;6;3.67347
1117392;1;18671;2012-01-02;15898;55;18671;0.815;18314;2011-12-07;15541;69;18314;0.047;366;2;17.34043
1117392;1;18671;2012-01-02;15898;55;18671;0.815;19065;2012-01-04;16292;69;19065;0.098;366;7;8.31633
1117393;1;17692;2011-12-05;15119;55;17692;0.566;18316;2011-12-07;15543;69;18316;0.075;366;7;7.54667
1117393;1;17692;2011-12-05;15119;55;17692;0.566;19067;2012-01-04;16294;69;19067;0.090;366;6;6.28889
1117393;1;18669;2012-01-02;15896;55;18669;0.664;18316;2011-12-07;15543;69;18316;0.075;366;6;8.85333
1117393;1;18669;2012-01-02;15896;55;18669;0.664;19067;2012-01-04;16294;69;19067;0.090;366;7;7.37778
1117394;1;17711;2011-12-05;15138;55;17711;0.391;18315;2011-12-07;15542;69;18315;0.058;366;7;6.74138
1117394;1;17711;2011-12-05;15138;55;17711;0.391;19051;2012-01-04;16278;69;19051;0.091;366;6;4.29670
1117394;1;18684;2012-01-02;15911;55;18684;0.718;18315;2011-12-07;15542;69;18315;0.058;366;6;12.37931
1117394;1;18684;2012-01-02;15911;55;18684;0.718;19051;2012-01-04;16278;69;19051;0.091;366;7;7.89011
1117395;1;17709;2011-12-05;15136;55;17709;0.331;18324;2011-12-07;15551;69;18324;0.047;366;7;7.04255
1117395;1;17709;2011-12-05;15136;55;17709;0.331;19048;2012-01-04;16275;69;19048;0.092;366;6;3.59783
1117395;1;18687;2012-01-02;15914;55;18687;0.643;18324;2011-12-07;15551;69;18324;0.047;366;6;13.68085
1117395;1;18687;2012-01-02;15914;55;18687;0.643;19048;2012-01-04;16275;69;19048;0.092;366;7;6.98913
1117396;1;17708;2011-12-05;15135;55;17708;0.521;18329;2011-12-07;15556;69;18329;0.076;366;7;6.85526
1117396;1;17708;2011-12-05;15135;55;17708;0.521;19050;2012-01-04;16277;69;19050;0.071;366;6;7.33803
1117396;1;18685;2012-01-02;15912;55;18685;0.665;18329;2011-12-07;15556;69;18329;0.076;366;6;8.75000
1117396;1;18685;2012-01-02;15912;55;18685;0.665;19050;2012-01-04;16277;69;19050;0.071;366;7;9.36620
1117397;1;17710;2011-12-05;15137;55;17710;0.474;18321;2011-12-07;15548;69;18321;0.074;366;7;6.40541
1117397;1;17710;2011-12-05;15137;55;17710;0.474;19049;2012-01-04;16276;69;19049;0.070;366;6;6.77143
1117397;1;18686;2012-01-02;15913;55;18686;0.503;18321;2011-12-07;15548;69;18321;0.074;366;6;6.79730
1117397;1;18686;2012-01-02;15913;55;18686;0.503;19049;2012-01-04;16276;69;19049;0.070;366;7;7.18571
