sample_id;p1_id;p1_date;pv1_id;pv1_value_id;pv1_phenotype_id;pv1_number;pe1_entity_id;p2_id;p2_date;pv2_id;pv2_value_id;pv2_phenotype_id;pv2_number;pe2_entity_id
48076;214362;2011-12-07;186059;69;214362;0.075;366;215210;2012-01-03;186907;156;215210;0.530;366
48076;214910;2012-01-02;186607;55;214910;0.440;366;214270;2011-12-06;185967;156;214270;0.717;366
48076;214910;2012-01-02;186607;55;214910;0.440;366;214362;2011-12-07;186059;69;214362;0.075;366
48076;214910;2012-01-02;186607;55;214910;0.440;366;215210;2012-01-03;186907;156;215210;0.530;366
48076;214910;2012-01-02;186607;55;214910;0.440;366;215334;2012-01-04;187031;69;215334;0.062;366
48076;215334;2012-01-04;187031;69;215334;0.062;366;214270;2011-12-06;185967;156;214270;0.717;366
48076;215334;2012-01-04;187031;69;215334;0.062;366;215210;2012-01-03;186907;156;215210;0.530;366
48077;213745;2011-12-05;185642;55;213745;0.536;366;214263;2011-12-06;185960;156;214263;0.682;366
48077;213745;2011-12-05;185642;55;213745;0.536;366;214363;2011-12-07;186060;69;214363;0.072;366
48077;213745;2011-12-05;185642;55;213745;0.536;366;215209;2012-01-03;186906;156;215209;0.565;366
48077;213745;2011-12-05;185642;55;213745;0.536;366;215333;2012-01-04;187030;69;215333;0.066;366
48077;214363;2011-12-07;186060;69;214363;0.072;366;214263;2011-12-06;185960;156;214263;0.682;366
48077;214363;2011-12-07;186060;69;214363;0.072;366;215209;2012-01-03;186906;156;215209;0.565;366
48077;214911;2012-01-02;186608;55;214911;0.488;366;214263;2011-12-06;185960;156;214263;0.682;366
48077;214911;2012-01-02;186608;55;214911;0.488;366;214363;2011-12-07;186060;69;214363;0.072;366
48077;214911;2012-01-02;186608;55;214911;0.488;366;215209;2012-01-03;186906;156;215209;0.565;366
48077;214911;2012-01-02;186608;55;214911;0.488;366;215333;2012-01-04;187030;69;215333;0.066;366
48077;215333;2012-01-04;187030;69;215333;0.066;366;214263;2011-12-06;185960;156;214263;0.682;366
48077;215333;2012-01-04;187030;69;215333;0.066;366;215209;2012-01-03;186906;156;215209;0.565;366
48078;213746;2011-12-05;185643;55;213746;0.313;366;214285;2011-12-06;185982;156;214285;0.406;366
48078;213746;2011-12-05;185643;55;213746;0.313;366;214366;2011-12-07;186063;69;214366;0.039;366
48078;213746;2011-12-05;185643;55;213746;0.313;366;215217;2012-01-03;186914;156;215217;0.506;366
48078;213746;2011-12-05;185643;55;213746;0.313;366;215323;2012-01-04;187020;69;215323;0.062;366
48078;214366;2011-12-07;186063;69;214366;0.039;366;214285;2011-12-06;185982;156;214285;0.406;366
48078;214366;2011-12-07;186063;69;214366;0.039;366;215217;2012-01-03;186914;156;215217;0.506;366
48078;214917;2012-01-02;186614;55;214917;0.390;366;214285;2011-12-06;185982;156;214285;0.406;366
48078;214917;2012-01-02;186614;55;214917;0.390;366;214366;2011-12-07;186063;69;214366;0.039;366
48078;214917;2012-01-02;186614;55;214917;0.390;366;215217;2012-01-03;186914;156;215217;0.506;366
48078;214917;2012-01-02;186614;55;214917;0.390;366;215323;2012-01-04;187020;69;215323;0.062;366
48078;215323;2012-01-04;187020;69;215323;0.062;366;214285;2011-12-06;185982;156;214285;0.406;366
48078;215323;2012-01-04;187020;69;215323;0.062;366;215217;2012-01-03;186914;156;215217;0.506;366
48079;213747;2011-12-05;185644;55;213747;0.200;366;214278;2011-12-06;185975;156;214278;0.260;366
48079;213747;2011-12-05;185644;55;213747;0.200;366;214367;2011-12-07;186064;69;214367;0.029;366
48079;213747;2011-12-05;185644;55;213747;0.200;366;215206;2012-01-03;186903;156;215206;0.379;366
48079;213747;2011-12-05;185644;55;213747;0.200;366;215330;2012-01-04;187027;69;215330;0.047;366
48079;214367;2011-12-07;186064;69;214367;0.029;366;214278;2011-12-06;185975;156;214278;0.260;366
48079;214367;2011-12-07;186064;69;214367;0.029;366;215206;2012-01-03;186903;156;215206;0.379;366
48079;214914;2012-01-02;186611;55;214914;0.315;366;214278;2011-12-06;185975;156;214278;0.260;366
48079;214914;2012-01-02;186611;55;214914;0.315;366;214367;2011-12-07;186064;69;214367;0.029;366
48079;214914;2012-01-02;186611;55;214914;0.315;366;215206;2012-01-03;186903;156;215206;0.379;366
48079;214914;2012-01-02;186611;55;214914;0.315;366;215330;2012-01-04;187027;69;215330;0.047;366
48079;215330;2012-01-04;187027;69;215330;0.047;366;214278;2011-12-06;185975;156;214278;0.260;366
48079;215330;2012-01-04;187027;69;215330;0.047;366;215206;2012-01-03;186903;156;215206;0.379;366
48080;213748;2011-12-05;185645;55;213748;0.228;366;214271;2011-12-06;185968;156;214271;0.303;366
48080;213748;2011-12-05;185645;55;213748;0.228;366;214368;2011-12-07;186065;69;214368;0.034;366
48080;213748;2011-12-05;185645;55;213748;0.228;366;215218;2012-01-03;186915;156;215218;0.533;366
48080;213748;2011-12-05;185645;55;213748;0.228;366;215322;2012-01-04;187019;69;215322;0.065;366
48080;214368;2011-12-07;186065;69;214368;0.034;366;214271;2011-12-06;185968;156;214271;0.303;366
48080;214368;2011-12-07;186065;69;214368;0.034;366;215218;2012-01-03;186915;156;215218;0.533;366
48080;214916;2012-01-02;186613;55;214916;0.439;366;214271;2011-12-06;185968;156;214271;0.303;366
48080;214916;2012-01-02;186613;55;214916;0.439;366;214368;2011-12-07;186065;69;214368;0.034;366
48080;214916;2012-01-02;186613;55;214916;0.439;366;215218;2012-01-03;186915;156;215218;0.533;366
48080;214916;2012-01-02;186613;55;214916;0.439;366;215322;2012-01-04;187019;69;215322;0.065;366
48080;215322;2012-01-04;187019;69;215322;0.065;366;214271;2011-12-06;185968;156;214271;0.303;366
48080;215322;2012-01-04;187019;69;215322;0.065;366;215218;2012-01-03;186915;156;215218;0.533;366
48081;213749;2011-12-05;185646;55;213749;0.244;366;214292;2011-12-06;185989;156;214292;0.303;366
48081;213749;2011-12-05;185646;55;213749;0.244;366;214364;2011-12-07;186061;69;214364;0.032;366
48081;213749;2011-12-05;185646;55;213749;0.244;366;215205;2012-01-03;186902;156;215205;0.433;366
48081;213749;2011-12-05;185646;55;213749;0.244;366;215329;2012-01-04;187026;69;215329;0.048;366
48081;214364;2011-12-07;186061;69;214364;0.032;366;214292;2011-12-06;185989;156;214292;0.303;366
48081;214364;2011-12-07;186061;69;214364;0.032;366;215205;2012-01-03;186902;156;215205;0.433;366
48081;214915;2012-01-02;186612;55;214915;0.355;366;214292;2011-12-06;185989;156;214292;0.303;366
48081;214915;2012-01-02;186612;55;214915;0.355;366;214364;2011-12-07;186061;69;214364;0.032;366
48081;214915;2012-01-02;186612;55;214915;0.355;366;215205;2012-01-03;186902;156;215205;0.433;366
48081;214915;2012-01-02;186612;55;214915;0.355;366;215329;2012-01-04;187026;69;215329;0.048;366
48081;215329;2012-01-04;187026;69;215329;0.048;366;214292;2011-12-06;185989;156;214292;0.303;366
48081;215329;2012-01-04;187026;69;215329;0.048;366;215205;2012-01-03;186902;156;215205;0.433;366
48082;213750;2011-12-05;185647;55;213750;0.702;366;214293;2011-12-06;185990;156;214293;0.922;366
48082;213750;2011-12-05;185647;55;213750;0.702;366;214365;2011-12-07;186062;69;214365;0.079;366
48082;213750;2011-12-05;185647;55;213750;0.702;366;215214;2012-01-03;186911;156;215214;0.832;366
48082;213750;2011-12-05;185647;55;213750;0.702;366;215326;2012-01-04;187023;69;215326;0.085;366
48082;214365;2011-12-07;186062;69;214365;0.079;366;214293;2011-12-06;185990;156;214293;0.922;366
48082;214365;2011-12-07;186062;69;214365;0.079;366;215214;2012-01-03;186911;156;215214;0.832;366
48082;214920;2012-01-02;186617;55;214920;0.699;366;214293;2011-12-06;185990;156;214293;0.922;366
48082;214920;2012-01-02;186617;55;214920;0.699;366;214365;2011-12-07;186062;69;214365;0.079;366
48082;214920;2012-01-02;186617;55;214920;0.699;366;215214;2012-01-03;186911;156;215214;0.832;366
48082;214920;2012-01-02;186617;55;214920;0.699;366;215326;2012-01-04;187023;69;215326;0.085;366
48082;215326;2012-01-04;187023;69;215326;0.085;366;214293;2011-12-06;185990;156;214293;0.922;366
48082;215326;2012-01-04;187023;69;215326;0.085;366;215214;2012-01-03;186911;156;215214;0.832;366
48083;213751;2011-12-05;185648;55;213751;0.770;366;214286;2011-12-06;185983;156;214286;1.013;366
48083;213751;2011-12-05;185648;55;213751;0.770;366;214370;2011-12-07;186067;69;214370;0.088;366
48083;213751;2011-12-05;185648;55;213751;0.770;366;215213;2012-01-03;186910;156;215213;0.589;366
48083;213751;2011-12-05;185648;55;213751;0.770;366;215328;2012-01-04;187025;69;215328;0.063;366
48083;214370;2011-12-07;186067;69;214370;0.088;366;214286;2011-12-06;185983;156;214286;1.013;366
48083;214370;2011-12-07;186067;69;214370;0.088;366;215213;2012-01-03;186910;156;215213;0.589;366
48083;214921;2012-01-02;186618;55;214921;0.486;366;214286;2011-12-06;185983;156;214286;1.013;366
48083;214921;2012-01-02;186618;55;214921;0.486;366;214370;2011-12-07;186067;69;214370;0.088;366
48083;214921;2012-01-02;186618;55;214921;0.486;366;215213;2012-01-03;186910;156;215213;0.589;366
48083;214921;2012-01-02;186618;55;214921;0.486;366;215328;2012-01-04;187025;69;215328;0.063;366
48083;215328;2012-01-04;187025;69;215328;0.063;366;214286;2011-12-06;185983;156;214286;1.013;366
48083;215328;2012-01-04;187025;69;215328;0.063;366;215213;2012-01-03;186910;156;215213;0.589;366
48084;213752;2011-12-05;185649;55;213752;0.742;366;214279;2011-12-06;185976;156;214279;0.991;366
48084;213752;2011-12-05;185649;55;213752;0.742;366;214371;2011-12-07;186068;69;214371;0.088;366
48084;213752;2011-12-05;185649;55;213752;0.742;366;215216;2012-01-03;186913;156;215216;0.880;366
48084;213752;2011-12-05;185649;55;213752;0.742;366;215324;2012-01-04;187021;69;215324;0.082;366
48084;214371;2011-12-07;186068;69;214371;0.088;366;214279;2011-12-06;185976;156;214279;0.991;366
48084;214371;2011-12-07;186068;69;214371;0.088;366;215216;2012-01-03;186913;156;215216;0.880;366
48084;214918;2012-01-02;186615;55;214918;0.729;366;214279;2011-12-06;185976;156;214279;0.991;366
48084;214918;2012-01-02;186615;55;214918;0.729;366;214371;2011-12-07;186068;69;214371;0.088;366
48084;214918;2012-01-02;186615;55;214918;0.729;366;215216;2012-01-03;186913;156;215216;0.880;366
48084;214918;2012-01-02;186615;55;214918;0.729;366;215324;2012-01-04;187021;69;215324;0.082;366
48084;215324;2012-01-04;187021;69;215324;0.082;366;214279;2011-12-06;185976;156;214279;0.991;366
48084;215324;2012-01-04;187021;69;215324;0.082;366;215216;2012-01-03;186913;156;215216;0.880;366
48085;213753;2011-12-05;185650;55;213753;0.583;366;214272;2011-12-06;185969;156;214272;0.801;366
48085;213753;2011-12-05;185650;55;213753;0.583;366;214373;2011-12-07;186070;69;214373;0.067;366
48085;213753;2011-12-05;185650;55;213753;0.583;366;215215;2012-01-03;186912;156;215215;1.055;366
48085;213753;2011-12-05;185650;55;213753;0.583;366;215325;2012-01-04;187022;69;215325;0.127;366
48085;214373;2011-12-07;186070;69;214373;0.067;366;214272;2011-12-06;185969;156;214272;0.801;366
48085;214373;2011-12-07;186070;69;214373;0.067;366;215215;2012-01-03;186912;156;215215;1.055;366
48085;214919;2012-01-02;186616;55;214919;0.889;366;214272;2011-12-06;185969;156;214272;0.801;366
48085;214919;2012-01-02;186616;55;214919;0.889;366;214373;2011-12-07;186070;69;214373;0.067;366
48085;214919;2012-01-02;186616;55;214919;0.889;366;215215;2012-01-03;186912;156;215215;1.055;366
48085;214919;2012-01-02;186616;55;214919;0.889;366;215325;2012-01-04;187022;69;215325;0.127;366
48085;215325;2012-01-04;187022;69;215325;0.127;366;214272;2011-12-06;185969;156;214272;0.801;366
48085;215325;2012-01-04;187022;69;215325;0.127;366;215215;2012-01-03;186912;156;215215;1.055;366
48086;213754;2011-12-05;185651;55;213754;0.566;366;214273;2011-12-06;185970;156;214273;0.813;366
48086;213754;2011-12-05;185651;55;213754;0.566;366;214378;2011-12-07;186075;69;214378;0.075;366
48086;213754;2011-12-05;185651;55;213754;0.566;366;215225;2012-01-03;186922;156;215225;0.978;366
48086;213754;2011-12-05;185651;55;213754;0.566;366;215321;2012-01-04;187018;69;215321;0.090;366
48086;214378;2011-12-07;186075;69;214378;0.075;366;214273;2011-12-06;185970;156;214273;0.813;366
48086;214378;2011-12-07;186075;69;214378;0.075;366;215225;2012-01-03;186922;156;215225;0.978;366
48086;214923;2012-01-02;186620;55;214923;0.664;366;214273;2011-12-06;185970;156;214273;0.813;366
48086;214923;2012-01-02;186620;55;214923;0.664;366;214378;2011-12-07;186075;69;214378;0.075;366
48086;214923;2012-01-02;186620;55;214923;0.664;366;215225;2012-01-03;186922;156;215225;0.978;366
48086;214923;2012-01-02;186620;55;214923;0.664;366;215321;2012-01-04;187018;69;215321;0.090;366
48086;215321;2012-01-04;187018;69;215321;0.090;366;214273;2011-12-06;185970;156;214273;0.813;366
48086;215321;2012-01-04;187018;69;215321;0.090;366;215225;2012-01-03;186922;156;215225;0.978;366
48087;213755;2011-12-05;185652;55;213755;0.232;366;214280;2011-12-06;185977;156;214280;0.370;366
48087;213755;2011-12-05;185652;55;213755;0.232;366;214375;2011-12-07;186072;69;214375;0.036;366
48087;213755;2011-12-05;185652;55;213755;0.232;366;215212;2012-01-03;186909;156;215212;0.663;366
48087;213755;2011-12-05;185652;55;213755;0.232;366;215327;2012-01-04;187024;69;215327;0.063;366
48087;214375;2011-12-07;186072;69;214375;0.036;366;214280;2011-12-06;185977;156;214280;0.370;366
48087;214375;2011-12-07;186072;69;214375;0.036;366;215212;2012-01-03;186909;156;215212;0.663;366
48087;214922;2012-01-02;186619;55;214922;0.484;366;214280;2011-12-06;185977;156;214280;0.370;366
48087;214922;2012-01-02;186619;55;214922;0.484;366;214375;2011-12-07;186072;69;214375;0.036;366
48087;214922;2012-01-02;186619;55;214922;0.484;366;215212;2012-01-03;186909;156;215212;0.663;366
48087;214922;2012-01-02;186619;55;214922;0.484;366;215327;2012-01-04;187024;69;215327;0.063;366
48087;215327;2012-01-04;187024;69;215327;0.063;366;214280;2011-12-06;185977;156;214280;0.370;366
48087;215327;2012-01-04;187024;69;215327;0.063;366;215212;2012-01-03;186909;156;215212;0.663;366
48088;213756;2011-12-05;185653;55;213756;0.360;366;214287;2011-12-06;185984;156;214287;0.516;366
48088;213756;2011-12-05;185653;55;213756;0.360;366;214376;2011-12-07;186073;69;214376;0.047;366
48088;213756;2011-12-05;185653;55;213756;0.360;366;215223;2012-01-03;186920;156;215223;1.076;366
48088;213756;2011-12-05;185653;55;213756;0.360;366;215319;2012-01-04;187016;69;215319;0.098;366
48088;214376;2011-12-07;186073;69;214376;0.047;366;214287;2011-12-06;185984;156;214287;0.516;366
48088;214376;2011-12-07;186073;69;214376;0.047;366;215223;2012-01-03;186920;156;215223;1.076;366
48088;214925;2012-01-02;186622;55;214925;0.815;366;214287;2011-12-06;185984;156;214287;0.516;366
48088;214925;2012-01-02;186622;55;214925;0.815;366;214376;2011-12-07;186073;69;214376;0.047;366
48088;214925;2012-01-02;186622;55;214925;0.815;366;215223;2012-01-03;186920;156;215223;1.076;366
48088;214925;2012-01-02;186622;55;214925;0.815;366;215319;2012-01-04;187016;69;215319;0.098;366
48088;215319;2012-01-04;187016;69;215319;0.098;366;214287;2011-12-06;185984;156;214287;0.516;366
48088;215319;2012-01-04;187016;69;215319;0.098;366;215223;2012-01-03;186920;156;215223;1.076;366
48089;213757;2011-12-05;185654;55;213757;0.437;366;214294;2011-12-06;185991;156;214294;0.655;366
48089;213757;2011-12-05;185654;55;213757;0.437;366;214374;2011-12-07;186071;69;214374;0.070;366
48089;213757;2011-12-05;185654;55;213757;0.437;366;215224;2012-01-03;186921;156;215224;0.738;366
48089;213757;2011-12-05;185654;55;213757;0.437;366;215320;2012-01-04;187017;69;215320;0.070;366
48089;214374;2011-12-07;186071;69;214374;0.070;366;214294;2011-12-06;185991;156;214294;0.655;366
48089;214374;2011-12-07;186071;69;214374;0.070;366;215224;2012-01-03;186921;156;215224;0.738;366
48089;214924;2012-01-02;186621;55;214924;0.500;366;214294;2011-12-06;185991;156;214294;0.655;366
48089;214924;2012-01-02;186621;55;214924;0.500;366;214374;2011-12-07;186071;69;214374;0.070;366
48089;214924;2012-01-02;186621;55;214924;0.500;366;215224;2012-01-03;186921;156;215224;0.738;366
48089;214924;2012-01-02;186621;55;214924;0.500;366;215320;2012-01-04;187017;69;215320;0.070;366
48089;215320;2012-01-04;187017;69;215320;0.070;366;214294;2011-12-06;185991;156;214294;0.655;366
48089;215320;2012-01-04;187017;69;215320;0.070;366;215224;2012-01-03;186921;156;215224;0.738;366
48090;213758;2011-12-05;185655;55;213758;0.256;366;214295;2011-12-06;185992;156;214295;0.384;366
48090;213758;2011-12-05;185655;55;213758;0.256;366;214379;2011-12-07;186076;69;214379;0.038;366
48090;213758;2011-12-05;185655;55;213758;0.256;366;215219;2012-01-03;186916;156;215219;0.842;366
48090;213758;2011-12-05;185655;55;213758;0.256;366;215315;2012-01-04;187012;69;215315;0.084;366
48090;214379;2011-12-07;186076;69;214379;0.038;366;214295;2011-12-06;185992;156;214295;0.384;366
48090;214379;2011-12-07;186076;69;214379;0.038;366;215219;2012-01-03;186916;156;215219;0.842;366
48090;214929;2012-01-02;186626;55;214929;0.606;366;214295;2011-12-06;185992;156;214295;0.384;366
48090;214929;2012-01-02;186626;55;214929;0.606;366;214379;2011-12-07;186076;69;214379;0.038;366
48090;214929;2012-01-02;186626;55;214929;0.606;366;215219;2012-01-03;186916;156;215219;0.842;366
48090;214929;2012-01-02;186626;55;214929;0.606;366;215315;2012-01-04;187012;69;215315;0.084;366
48090;215315;2012-01-04;187012;69;215315;0.084;366;214295;2011-12-06;185992;156;214295;0.384;366
48090;215315;2012-01-04;187012;69;215315;0.084;366;215219;2012-01-03;186916;156;215219;0.842;366
48091;213759;2011-12-05;185656;55;213759;0.469;366;214288;2011-12-06;185985;156;214288;0.752;366
48091;213759;2011-12-05;185656;55;213759;0.469;366;214380;2011-12-07;186077;69;214380;0.082;366
48091;213759;2011-12-05;185656;55;213759;0.469;366;215221;2012-01-03;186918;156;215221;0.969;366
48091;213759;2011-12-05;185656;55;213759;0.469;366;215317;2012-01-04;187014;69;215317;0.104;366
48091;214380;2011-12-07;186077;69;214380;0.082;366;214288;2011-12-06;185985;156;214288;0.752;366
48091;214380;2011-12-07;186077;69;214380;0.082;366;215221;2012-01-03;186918;156;215221;0.969;366
48091;214927;2012-01-02;186624;55;214927;0.665;366;214288;2011-12-06;185985;156;214288;0.752;366
48091;214927;2012-01-02;186624;55;214927;0.665;366;214380;2011-12-07;186077;69;214380;0.082;366
48091;214927;2012-01-02;186624;55;214927;0.665;366;215221;2012-01-03;186918;156;215221;0.969;366
48091;214927;2012-01-02;186624;55;214927;0.665;366;215317;2012-01-04;187014;69;215317;0.104;366
48091;215317;2012-01-04;187014;69;215317;0.104;366;214288;2011-12-06;185985;156;214288;0.752;366
48091;215317;2012-01-04;187014;69;215317;0.104;366;215221;2012-01-03;186918;156;215221;0.969;366
48092;213760;2011-12-05;185657;55;213760;0.307;366;214281;2011-12-06;185978;156;214281;0.472;366
48092;213760;2011-12-05;185657;55;213760;0.307;366;214381;2011-12-07;186078;69;214381;0.059;366
48092;213760;2011-12-05;185657;55;213760;0.307;366;215220;2012-01-03;186917;156;215220;1.086;366
48092;213760;2011-12-05;185657;55;213760;0.307;366;215316;2012-01-04;187013;69;215316;0.106;366
48092;214381;2011-12-07;186078;69;214381;0.059;366;214281;2011-12-06;185978;156;214281;0.472;366
48092;214381;2011-12-07;186078;69;214381;0.059;366;215220;2012-01-03;186917;156;215220;1.086;366
48092;214928;2012-01-02;186625;55;214928;0.795;366;214281;2011-12-06;185978;156;214281;0.472;366
48092;214928;2012-01-02;186625;55;214928;0.795;366;214381;2011-12-07;186078;69;214381;0.059;366
48092;214928;2012-01-02;186625;55;214928;0.795;366;215220;2012-01-03;186917;156;215220;1.086;366
48092;214928;2012-01-02;186625;55;214928;0.795;366;215316;2012-01-04;187013;69;215316;0.106;366
48092;215316;2012-01-04;187013;69;215316;0.106;366;214281;2011-12-06;185978;156;214281;0.472;366
48092;215316;2012-01-04;187013;69;215316;0.106;366;215220;2012-01-03;186917;156;215220;1.086;366
48093;213761;2011-12-05;185658;55;213761;0.227;366;214274;2011-12-06;185971;156;214274;0.382;366
48093;213761;2011-12-05;185658;55;213761;0.227;366;214384;2011-12-07;186081;69;214384;0.039;366
48093;213761;2011-12-05;185658;55;213761;0.227;366;215222;2012-01-03;186919;156;215222;0.887;366
48093;213761;2011-12-05;185658;55;213761;0.227;366;215318;2012-01-04;187015;69;215318;0.080;366
48093;214384;2011-12-07;186081;69;214384;0.039;366;214274;2011-12-06;185971;156;214274;0.382;366
48093;214384;2011-12-07;186081;69;214384;0.039;366;215222;2012-01-03;186919;156;215222;0.887;366
48093;214926;2012-01-02;186623;55;214926;0.647;366;214274;2011-12-06;185971;156;214274;0.382;366
48093;214926;2012-01-02;186623;55;214926;0.647;366;214384;2011-12-07;186081;69;214384;0.039;366
48093;214926;2012-01-02;186623;55;214926;0.647;366;215222;2012-01-03;186919;156;215222;0.887;366
48093;214926;2012-01-02;186623;55;214926;0.647;366;215318;2012-01-04;187015;69;215318;0.080;366
48093;215318;2012-01-04;187015;69;215318;0.080;366;214274;2011-12-06;185971;156;214274;0.382;366
48093;215318;2012-01-04;187015;69;215318;0.080;366;215222;2012-01-03;186919;156;215222;0.887;366
48094;213762;2011-12-05;185659;55;213762;0.445;366;214296;2011-12-06;185993;156;214296;0.583;366
48094;213762;2011-12-05;185659;55;213762;0.445;366;214382;2011-12-07;186079;69;214382;0.060;366
48094;213762;2011-12-05;185659;55;213762;0.445;366;215230;2012-01-03;186927;156;215230;0.608;366
48094;213762;2011-12-05;185659;55;213762;0.445;366;215312;2012-01-04;187009;69;215312;0.064;366
48094;214382;2011-12-07;186079;69;214382;0.060;366;214296;2011-12-06;185993;156;214296;0.583;366
48094;214382;2011-12-07;186079;69;214382;0.060;366;215230;2012-01-03;186927;156;215230;0.608;366
48094;214933;2012-01-02;186630;55;214933;0.549;366;214296;2011-12-06;185993;156;214296;0.583;366
48094;214933;2012-01-02;186630;55;214933;0.549;366;214382;2011-12-07;186079;69;214382;0.060;366
48094;214933;2012-01-02;186630;55;214933;0.549;366;215230;2012-01-03;186927;156;215230;0.608;366
48094;214933;2012-01-02;186630;55;214933;0.549;366;215312;2012-01-04;187009;69;215312;0.064;366
48094;215312;2012-01-04;187009;69;215312;0.064;366;214296;2011-12-06;185993;156;214296;0.583;366
48094;215312;2012-01-04;187009;69;215312;0.064;366;215230;2012-01-03;186927;156;215230;0.608;366
48095;213763;2011-12-05;185660;55;213763;0.240;366;214289;2011-12-06;185986;156;214289;0.334;366
48095;213763;2011-12-05;185660;55;213763;0.240;366;214388;2011-12-07;186085;69;214388;0.037;366
48095;213763;2011-12-05;185660;55;213763;0.240;366;215232;2012-01-03;186929;156;215232;0.785;366
48095;213763;2011-12-05;185660;55;213763;0.240;366;215313;2012-01-04;187010;69;215313;0.088;366
48095;214388;2011-12-07;186085;69;214388;0.037;366;214289;2011-12-06;185986;156;214289;0.334;366
48095;214388;2011-12-07;186085;69;214388;0.037;366;215232;2012-01-03;186929;156;215232;0.785;366
48095;214930;2012-01-02;186627;55;214930;0.592;366;214289;2011-12-06;185986;156;214289;0.334;366
48095;214930;2012-01-02;186627;55;214930;0.592;366;214388;2011-12-07;186085;69;214388;0.037;366
48095;214930;2012-01-02;186627;55;214930;0.592;366;215232;2012-01-03;186929;156;215232;0.785;366
48095;214930;2012-01-02;186627;55;214930;0.592;366;215313;2012-01-04;187010;69;215313;0.088;366
48095;215313;2012-01-04;187010;69;215313;0.088;366;214289;2011-12-06;185986;156;214289;0.334;366
48095;215313;2012-01-04;187010;69;215313;0.088;366;215232;2012-01-03;186929;156;215232;0.785;366
48096;213764;2011-12-05;185661;55;213764;0.343;366;214282;2011-12-06;185979;156;214282;0.447;366
48096;213764;2011-12-05;185661;55;213764;0.343;366;214385;2011-12-07;186082;69;214385;0.048;366
48096;213764;2011-12-05;185661;55;213764;0.343;366;215229;2012-01-03;186926;156;215229;0.761;366
48096;213764;2011-12-05;185661;55;213764;0.343;366;215311;2012-01-04;187008;69;215311;0.079;366
48096;214385;2011-12-07;186082;69;214385;0.048;366;214282;2011-12-06;185979;156;214282;0.447;366
48096;214385;2011-12-07;186082;69;214385;0.048;366;215229;2012-01-03;186926;156;215229;0.761;366
48096;214932;2012-01-02;186629;55;214932;0.558;366;214282;2011-12-06;185979;156;214282;0.447;366
48096;214932;2012-01-02;186629;55;214932;0.558;366;214385;2011-12-07;186082;69;214385;0.048;366
48096;214932;2012-01-02;186629;55;214932;0.558;366;215229;2012-01-03;186926;156;215229;0.761;366
48096;214932;2012-01-02;186629;55;214932;0.558;366;215311;2012-01-04;187008;69;215311;0.079;366
48096;215311;2012-01-04;187008;69;215311;0.079;366;214282;2011-12-06;185979;156;214282;0.447;366
48096;215311;2012-01-04;187008;69;215311;0.079;366;215229;2012-01-03;186926;156;215229;0.761;366
48097;213765;2011-12-05;185662;55;213765;0.416;366;214275;2011-12-06;185972;156;214275;0.578;366
48097;213765;2011-12-05;185662;55;213765;0.416;366;214387;2011-12-07;186084;69;214387;0.064;366
48097;213765;2011-12-05;185662;55;213765;0.416;366;215231;2012-01-03;186928;156;215231;0.835;366
48097;213765;2011-12-05;185662;55;213765;0.416;366;215314;2012-01-04;187011;69;215314;0.081;366
48097;214387;2011-12-07;186084;69;214387;0.064;366;214275;2011-12-06;185972;156;214275;0.578;366
48097;214387;2011-12-07;186084;69;214387;0.064;366;215231;2012-01-03;186928;156;215231;0.835;366
48097;214931;2012-01-02;186628;55;214931;0.655;366;214275;2011-12-06;185972;156;214275;0.578;366
48097;214931;2012-01-02;186628;55;214931;0.655;366;214387;2011-12-07;186084;69;214387;0.064;366
48097;214931;2012-01-02;186628;55;214931;0.655;366;215231;2012-01-03;186928;156;215231;0.835;366
48097;214931;2012-01-02;186628;55;214931;0.655;366;215314;2012-01-04;187011;69;215314;0.081;366
48097;215314;2012-01-04;187011;69;215314;0.081;366;214275;2011-12-06;185972;156;214275;0.578;366
48097;215314;2012-01-04;187011;69;215314;0.081;366;215231;2012-01-03;186928;156;215231;0.835;366
48098;213766;2011-12-05;185663;55;213766;0.363;366;214297;2011-12-06;185994;156;214297;0.532;366
48098;213766;2011-12-05;185663;55;213766;0.363;366;214393;2011-12-07;186090;69;214393;0.052;366
48098;213766;2011-12-05;185663;55;213766;0.363;366;215228;2012-01-03;186925;156;215228;0.435;366
48098;213766;2011-12-05;185663;55;213766;0.363;366;215310;2012-01-04;187007;69;215310;0.047;366
48098;214393;2011-12-07;186090;69;214393;0.052;366;214297;2011-12-06;185994;156;214297;0.532;366
48098;214393;2011-12-07;186090;69;214393;0.052;366;215228;2012-01-03;186925;156;215228;0.435;366
48098;214934;2012-01-02;186631;55;214934;0.318;366;214297;2011-12-06;185994;156;214297;0.532;366
48098;214934;2012-01-02;186631;55;214934;0.318;366;214393;2011-12-07;186090;69;214393;0.052;366
48098;214934;2012-01-02;186631;55;214934;0.318;366;215228;2012-01-03;186925;156;215228;0.435;366
48098;214934;2012-01-02;186631;55;214934;0.318;366;215310;2012-01-04;187007;69;215310;0.047;366
48098;215310;2012-01-04;187007;69;215310;0.047;366;214297;2011-12-06;185994;156;214297;0.532;366
48098;215310;2012-01-04;187007;69;215310;0.047;366;215228;2012-01-03;186925;156;215228;0.435;366
48099;213767;2011-12-05;185664;55;213767;0.293;366;214290;2011-12-06;185987;156;214290;0.408;366
