sample_id;subspecies;p1_id;p1_date;pv1_id;pv1_value_id;pv1_phenotype_id;pv1_number;p2_id;p2_date;pv2_id;pv2_value_id;pv2_phenotype_id;pv2_number;p3_id;p3_date;pv3_id;pv3_value_id;pv3_phenotype_id;pv3_number;entity_id;is_valid;value
1074568;1;14939;2011-09-29;12366;55;14939;0.470;15030;2011-09-30;12457;156;15030;0.595;15071;2011-10-04;12498;69;15071;0.071;366;7;0.76145
1074569;1;12117;2011-08-29;9941;55;12117;0.789;14278;2011-09-27;11902;156;14278;0.973;12780;2011-08-31;10404;69;12780;0.105;366;6;0.78802
1074569;1;12117;2011-08-29;9941;55;12117;0.789;14278;2011-09-27;11902;156;14278;0.973;14772;2011-09-29;12199;69;14772;0.098;366;6;0.78971
1074569;1;14184;2011-09-26;11808;55;14184;0.771;14278;2011-09-27;11902;156;14278;0.973;12780;2011-08-31;10404;69;12780;0.105;366;6;0.76728
1074569;1;14184;2011-09-26;11808;55;14184;0.771;14278;2011-09-27;11902;156;14278;0.973;14772;2011-09-29;12199;69;14772;0.098;366;7;0.76914
1074570;1;12120;2011-08-29;9944;55;12120;0.514;14265;2011-09-27;11889;156;14265;0.355;12761;2011-08-31;10385;69;12761;0.075;366;0;1.56786
1074570;1;12120;2011-08-29;9944;55;12120;0.514;14265;2011-09-27;11889;156;14265;0.355;14757;2011-09-29;12184;69;14757;0.045;366;0;1.51290
1074570;1;14181;2011-09-26;11805;55;14181;0.279;14265;2011-09-27;11889;156;14265;0.355;12761;2011-08-31;10385;69;12761;0.075;366;6;0.72857
1074570;1;14181;2011-09-26;11805;55;14181;0.279;14265;2011-09-27;11889;156;14265;0.355;14757;2011-09-29;12184;69;14757;0.045;366;7;0.75484
1074571;1;12118;2011-08-29;9942;55;12118;0.479;14283;2011-09-27;11907;156;14283;0.738;12775;2011-08-31;10399;69;12775;0.066;366;6;0.61458
1074571;1;12118;2011-08-29;9942;55;12118;0.479;14283;2011-09-27;11907;156;14283;0.738;14775;2011-09-29;12202;69;14775;0.085;366;6;0.60337
1074571;1;14183;2011-09-26;11807;55;14183;0.619;14283;2011-09-27;11907;156;14283;0.738;12775;2011-08-31;10399;69;12775;0.066;366;6;0.82292
1074571;1;14183;2011-09-26;11807;55;14183;0.619;14283;2011-09-27;11907;156;14283;0.738;14775;2011-09-29;12202;69;14775;0.085;366;7;0.81776
1074572;1;12119;2011-08-29;9943;55;12119;0.395;14288;2011-09-27;11912;156;14288;0.598;12766;2011-08-31;10390;69;12766;0.054;366;6;0.62684
1074572;1;12119;2011-08-29;9943;55;12119;0.395;14288;2011-09-27;11912;156;14288;0.598;14780;2011-09-29;12207;69;14780;0.064;366;6;0.61985
1074572;1;14182;2011-09-26;11806;55;14182;0.454;14288;2011-09-27;11912;156;14288;0.598;12766;2011-08-31;10390;69;12766;0.054;366;6;0.73529
1074572;1;14182;2011-09-26;11806;55;14182;0.454;14288;2011-09-27;11912;156;14288;0.598;14780;2011-09-29;12207;69;14780;0.064;366;7;0.73034
1074573;1;12129;2011-08-29;9953;55;12129;0.513;14271;2011-09-27;11895;156;14271;0.572;12764;2011-08-31;10388;69;12764;0.070;366;6;0.88247
1074573;1;12129;2011-08-29;9953;55;12129;0.513;14271;2011-09-27;11895;156;14271;0.572;14764;2011-09-29;12191;69;14764;0.059;366;6;0.88499
1074573;1;14193;2011-09-26;11817;55;14193;0.398;14271;2011-09-27;11895;156;14271;0.572;12764;2011-08-31;10388;69;12764;0.070;366;6;0.65339
1074573;1;14193;2011-09-26;11817;55;14193;0.398;14271;2011-09-27;11895;156;14271;0.572;14764;2011-09-29;12191;69;14764;0.059;366;7;0.66082
1074574;1;12132;2011-08-29;9956;55;12132;0.53;14264;2011-09-27;11888;156;14264;0.668;12699;2011-08-31;10323;69;12699;0.078;366;6;0.76610
1074574;1;12132;2011-08-29;9956;55;12132;0.53;14264;2011-09-27;11888;156;14264;0.668;14755;2011-09-29;12182;69;14755;0.069;366;6;0.76962
1074574;1;14194;2011-09-26;11818;55;14194;0.509;14264;2011-09-27;11888;156;14264;0.668;12699;2011-08-31;10323;69;12699;0.078;366;6;0.73051
1074574;1;14194;2011-09-26;11818;55;14194;0.509;14264;2011-09-27;11888;156;14264;0.668;14755;2011-09-29;12182;69;14755;0.069;366;7;0.73456
1074575;1;12131;2011-08-29;9955;55;12131;0.35;14322;2011-09-27;11946;156;14322;0.468;12750;2011-08-31;10374;69;12750;0.052;366;6;0.71635
1074575;1;12131;2011-08-29;9955;55;12131;0.35;14322;2011-09-27;11946;156;14322;0.468;14814;2011-09-29;12241;69;14814;0.055;366;6;0.71429
1074575;1;14196;2011-09-26;11820;55;14196;0.348;14322;2011-09-27;11946;156;14322;0.468;12750;2011-08-31;10374;69;12750;0.052;366;6;0.71154
1074575;1;14196;2011-09-26;11820;55;14196;0.348;14322;2011-09-27;11946;156;14322;0.468;14814;2011-09-29;12241;69;14814;0.055;366;7;0.70944
1074576;1;12130;2011-08-29;9954;55;12130;0.548;14268;2011-09-27;11892;156;14268;0.663;12763;2011-08-31;10387;69;12763;0.076;366;6;0.80409
1074576;1;12130;2011-08-29;9954;55;12130;0.548;14268;2011-09-27;11892;156;14268;0.663;14760;2011-09-29;12187;69;14760;0.064;366;6;0.80801
1074576;1;14195;2011-09-26;11819;55;14195;0.433;14268;2011-09-27;11892;156;14268;0.663;12763;2011-08-31;10387;69;12763;0.076;366;6;0.60818
1074576;1;14195;2011-09-26;11819;55;14195;0.433;14268;2011-09-27;11892;156;14268;0.663;14760;2011-09-29;12187;69;14760;0.064;366;7;0.61603
1074578;1;12188;2011-08-29;10012;55;12188;0.806;14337;2011-09-27;11961;156;14337;0.602;12720;2011-08-31;10344;69;12720;0.107;366;0;1.41212
1074578;1;12188;2011-08-29;10012;55;12188;0.806;14337;2011-09-27;11961;156;14337;0.602;14833;2011-09-29;12260;69;14833;0.075;366;0;1.38710
1074578;1;14256;2011-09-26;11880;55;14256;0.516;14337;2011-09-27;11961;156;14337;0.602;12720;2011-08-31;10344;69;12720;0.107;366;6;0.82626
1074578;1;14256;2011-09-26;11880;55;14256;0.516;14337;2011-09-27;11961;156;14337;0.602;14833;2011-09-29;12260;69;14833;0.075;366;7;0.83681
1074579;1;12186;2011-08-29;10010;55;12186;0.614;14328;2011-09-27;11952;156;14328;0.522;12739;2011-08-31;10363;69;12739;0.084;366;0;1.21005
1074579;1;12186;2011-08-29;10010;55;12186;0.614;14328;2011-09-27;11952;156;14328;0.522;14844;2011-09-29;12271;69;14844;0.063;366;0;1.20044
1074579;1;14253;2011-09-26;11877;55;14253;0.419;14328;2011-09-27;11952;156;14328;0.522;12739;2011-08-31;10363;69;12739;0.084;366;6;0.76484
1074579;1;14253;2011-09-26;11877;55;14253;0.419;14328;2011-09-27;11952;156;14328;0.522;14844;2011-09-29;12271;69;14844;0.063;366;7;0.77560
1074580;1;12187;2011-08-29;10011;55;12187;0.52;14342;2011-09-27;11966;156;14342;0.535;12740;2011-08-31;10364;69;12740;0.073;366;6;0.96753
1074580;1;12187;2011-08-29;10011;55;12187;0.52;14342;2011-09-27;11966;156;14342;0.535;14834;2011-09-29;12261;69;14834;0.061;366;6;0.96835
1074580;1;14255;2011-09-26;11879;55;14255;0.400;14342;2011-09-27;11966;156;14342;0.535;12740;2011-08-31;10364;69;12740;0.073;366;6;0.70779
1074580;1;14255;2011-09-26;11879;55;14255;0.400;14342;2011-09-27;11966;156;14342;0.535;14834;2011-09-29;12261;69;14834;0.061;366;7;0.71519
1074581;1;12185;2011-08-29;10009;55;12185;0.542;14348;2011-09-27;11972;156;14348;0.778;12733;2011-08-31;10357;69;12733;0.077;366;6;0.66334
1074581;1;12185;2011-08-29;10009;55;12185;0.542;14348;2011-09-27;11972;156;14348;0.778;14827;2011-09-29;12254;69;14827;0.093;366;6;0.65547
1074581;1;14254;2011-09-26;11878;55;14254;0.669;14348;2011-09-27;11972;156;14348;0.778;12733;2011-08-31;10357;69;12733;0.077;366;6;0.84451
1074581;1;14254;2011-09-26;11878;55;14254;0.669;14348;2011-09-27;11972;156;14348;0.778;14827;2011-09-29;12254;69;14827;0.093;366;7;0.84088
1074582;1;12101;2011-08-29;9925;55;12101;0.474;14257;2011-09-27;11881;156;14257;0.574;12756;2011-08-31;10380;69;12756;0.070;366;6;0.80159
1074582;1;12101;2011-08-29;9925;55;12101;0.474;14257;2011-09-27;11881;156;14257;0.574;14756;2011-09-29;12183;69;14756;0.057;366;6;0.80658
1074582;1;14167;2011-09-26;11791;55;14167;0.407;14257;2011-09-27;11881;156;14257;0.574;12756;2011-08-31;10380;69;12756;0.070;366;6;0.66865
1074582;1;14167;2011-09-26;11791;55;14167;0.407;14257;2011-09-27;11881;156;14257;0.574;14756;2011-09-29;12183;69;14756;0.057;366;7;0.67698
1074583;1;12104;2011-08-29;9928;55;12104;0.81;14261;2011-09-27;11885;156;14261;0.79;12769;2011-08-31;10393;69;12769;0.089;366;0;1.02853
1074583;1;12104;2011-08-29;9928;55;12104;0.81;14261;2011-09-27;11885;156;14261;0.79;14750;2011-09-29;12177;69;14750;0.075;366;0;1.02797
1074583;1;14165;2011-09-26;11789;55;14165;0.564;14261;2011-09-27;11885;156;14261;0.79;12769;2011-08-31;10393;69;12769;0.089;366;6;0.67760
1074583;1;14165;2011-09-26;11789;55;14165;0.564;14261;2011-09-27;11885;156;14261;0.79;14750;2011-09-29;12177;69;14750;0.075;366;7;0.68392
1074584;1;12102;2011-08-29;9926;55;12102;0.422;14290;2011-09-27;11914;156;14290;0.480;12783;2011-08-31;10407;69;12783;0.070;366;6;0.85854
1074584;1;12102;2011-08-29;9926;55;12102;0.422;14290;2011-09-27;11914;156;14290;0.480;14782;2011-09-29;12209;69;14782;0.045;366;6;0.86667
1074584;1;14168;2011-09-26;11792;55;14168;0.313;14290;2011-09-27;11914;156;14290;0.480;12783;2011-08-31;10407;69;12783;0.070;366;6;0.59268
1074584;1;14168;2011-09-26;11792;55;14168;0.313;14290;2011-09-27;11914;156;14290;0.480;14782;2011-09-29;12209;69;14782;0.045;366;7;0.61609
1074585;1;12103;2011-08-29;9927;55;12103;0.506;14258;2011-09-27;11882;156;14258;0.382;12772;2011-08-31;10396;69;12772;0.076;366;0;1.40523
1074585;1;12103;2011-08-29;9927;55;12103;0.506;14258;2011-09-27;11882;156;14258;0.382;14753;2011-09-29;12180;69;14753;0.039;366;0;1.36152
1074585;1;14166;2011-09-26;11790;55;14166;0.236;14258;2011-09-27;11882;156;14258;0.382;12772;2011-08-31;10396;69;12772;0.076;366;6;0.52288
1074585;1;14166;2011-09-26;11790;55;14166;0.236;14258;2011-09-27;11882;156;14258;0.382;14753;2011-09-29;12180;69;14753;0.039;366;7;0.57434
1074586;1;12149;2011-08-29;9973;55;12149;0.629;14300;2011-09-27;11924;156;14300;1.014;12705;2011-08-31;10329;69;12705;0.087;366;6;0.58468
1074586;1;12149;2011-08-29;9973;55;12149;0.629;14300;2011-09-27;11924;156;14300;1.014;14788;2011-09-29;12215;69;14788;0.098;366;6;0.57969
1074586;1;14215;2011-09-26;11839;55;14215;0.752;14300;2011-09-27;11924;156;14300;1.014;12705;2011-08-31;10329;69;12705;0.087;366;6;0.71737
1074586;1;14215;2011-09-26;11839;55;14215;0.752;14300;2011-09-27;11924;156;14300;1.014;14788;2011-09-29;12215;69;14788;0.098;366;7;0.71397
1074587;1;12151;2011-08-29;9975;55;12151;0.392;14309;2011-09-27;11933;156;14309;1.071;12710;2011-08-31;10334;69;12710;0.062;366;6;0.32706
1074587;1;12151;2011-08-29;9975;55;12151;0.392;14309;2011-09-27;11933;156;14309;1.071;14801;2011-09-29;12228;69;14801;0.088;366;6;0.30926
1074587;1;14213;2011-09-26;11837;55;14213;0.728;14309;2011-09-27;11933;156;14309;1.071;12710;2011-08-31;10334;69;12710;0.062;366;6;0.66006
1074587;1;14213;2011-09-26;11837;55;14213;0.728;14309;2011-09-27;11933;156;14309;1.071;14801;2011-09-29;12228;69;14801;0.088;366;7;0.65107
1074588;1;12150;2011-08-29;9974;55;12150;0.575;14294;2011-09-27;11918;156;14294;0.687;12700;2011-08-31;10324;69;12700;0.089;366;6;0.81271
1074588;1;12150;2011-08-29;9974;55;12150;0.575;14294;2011-09-27;11918;156;14294;0.687;14786;2011-09-29;12213;69;14786;0.071;366;6;0.81818
1074588;1;14216;2011-09-26;11840;55;14216;0.511;14294;2011-09-27;11918;156;14294;0.687;12700;2011-08-31;10324;69;12700;0.089;366;6;0.70569
1074588;1;14216;2011-09-26;11840;55;14216;0.511;14294;2011-09-27;11918;156;14294;0.687;14786;2011-09-29;12213;69;14786;0.071;366;7;0.71429
1074589;1;12152;2011-08-29;9976;55;12152;0.608;14304;2011-09-27;11928;156;14304;0.485;12689;2011-08-31;10313;69;12689;0.103;366;0;1.32199
1074589;1;12152;2011-08-29;9976;55;12152;0.608;14304;2011-09-27;11928;156;14304;0.485;14796;2011-09-29;12223;69;14796;0.045;366;0;1.27955
1074589;1;14214;2011-09-26;11838;55;14214;0.329;14304;2011-09-27;11928;156;14304;0.485;12689;2011-08-31;10313;69;12689;0.103;366;6;0.59162
1074589;1;14214;2011-09-26;11838;55;14214;0.329;14304;2011-09-27;11928;156;14304;0.485;14796;2011-09-29;12223;69;14796;0.045;366;7;0.64545
1074590;1;12164;2011-08-29;9988;55;12164;0.611;14316;2011-09-27;11940;156;14316;0.629;12728;2011-08-31;10352;69;12728;0.087;366;6;0.96679
1074590;1;12164;2011-08-29;9988;55;12164;0.611;14316;2011-09-27;11940;156;14316;0.629;14806;2011-09-29;12233;69;14806;0.059;366;6;0.96842
1074590;1;14226;2011-09-26;11850;55;14226;0.418;14316;2011-09-27;11940;156;14316;0.629;12728;2011-08-31;10352;69;12728;0.087;366;6;0.61070
1074590;1;14226;2011-09-26;11850;55;14226;0.418;14316;2011-09-27;11940;156;14316;0.629;14806;2011-09-29;12233;69;14806;0.059;366;7;0.62982
1074591;1;12162;2011-08-29;9986;55;12162;0.444;14311;2011-09-27;11935;156;14311;0.584;12748;2011-08-31;10372;69;12748;0.070;366;6;0.72763
1074591;1;12162;2011-08-29;9986;55;12162;0.444;14311;2011-09-27;11935;156;14311;0.584;14803;2011-09-29;12230;69;14803;0.061;366;6;0.73231
1074591;1;14227;2011-09-26;11851;55;14227;0.405;14311;2011-09-27;11935;156;14311;0.584;12748;2011-08-31;10372;69;12748;0.070;366;6;0.65175
1074591;1;14227;2011-09-26;11851;55;14227;0.405;14311;2011-09-27;11935;156;14311;0.584;14803;2011-09-29;12230;69;14803;0.061;366;7;0.65774
1074592;1;12161;2011-08-29;9985;55;12161;0.455;14317;2011-09-27;11941;156;14317;0.636;12744;2011-08-31;10368;69;12744;0.068;366;6;0.68134
1074592;1;12161;2011-08-29;9985;55;12161;0.455;14317;2011-09-27;11941;156;14317;0.636;14807;2011-09-29;12234;69;14807;0.064;366;6;0.68357
1074592;1;14225;2011-09-26;11849;55;14225;0.474;14317;2011-09-27;11941;156;14317;0.636;12744;2011-08-31;10368;69;12744;0.068;366;6;0.71479
1074592;1;14225;2011-09-26;11849;55;14225;0.474;14317;2011-09-27;11941;156;14317;0.636;14807;2011-09-29;12234;69;14807;0.064;366;7;0.71678
1074593;1;12163;2011-08-29;9987;55;12163;0.431;14302;2011-09-27;11926;156;14302;0.866;12716;2011-08-31;10340;69;12716;0.068;366;6;0.45489
1074593;1;12163;2011-08-29;9987;55;12163;0.431;14302;2011-09-27;11926;156;14302;0.866;14794;2011-09-29;12221;69;14794;0.075;366;6;0.45006
1074593;1;14228;2011-09-26;11852;55;14228;0.603;14302;2011-09-27;11926;156;14302;0.866;12716;2011-08-31;10340;69;12716;0.068;366;6;0.67043
1074593;1;14228;2011-09-26;11852;55;14228;0.603;14302;2011-09-27;11926;156;14302;0.866;14794;2011-09-29;12221;69;14794;0.075;366;7;0.66751
1074594;1;13335;2011-09-01;10959;55;13335;0.466;13508;2011-09-02;11132;156;13508;0.735;13594;2011-09-05;11218;69;13594;0.069;366;7;0.59610
1074594;1;13335;2011-09-01;10959;55;13335;0.466;13508;2011-09-02;11132;156;13508;0.735;15072;2011-10-04;12499;69;15072;0.075;366;6;0.59242
1074594;1;13335;2011-09-01;10959;55;13335;0.466;14941;2011-09-30;12368;156;14941;0.900;13594;2011-09-05;11218;69;13594;0.069;366;6;0.47774
1074594;1;13335;2011-09-01;10959;55;13335;0.466;14941;2011-09-30;12368;156;14941;0.900;15072;2011-10-04;12499;69;15072;0.075;366;6;0.47394
1074594;1;14849;2011-09-29;12276;55;14849;0.623;13508;2011-09-02;11132;156;13508;0.735;13594;2011-09-05;11218;69;13594;0.069;366;6;0.83183
1074594;1;14849;2011-09-29;12276;55;14849;0.623;13508;2011-09-02;11132;156;13508;0.735;15072;2011-10-04;12499;69;15072;0.075;366;6;0.83030
1074594;1;14849;2011-09-29;12276;55;14849;0.623;14941;2011-09-30;12368;156;14941;0.900;13594;2011-09-05;11218;69;13594;0.069;366;6;0.66667
1074594;1;14849;2011-09-29;12276;55;14849;0.623;14941;2011-09-30;12368;156;14941;0.900;15072;2011-10-04;12499;69;15072;0.075;366;7;0.66424
1074595;1;13334;2011-09-01;10958;55;13334;0.433;13496;2011-09-02;11120;156;13496;0.628;13607;2011-09-05;11231;69;13607;0.061;366;7;0.65608
1074595;1;13334;2011-09-01;10958;55;13334;0.433;13496;2011-09-02;11120;156;13496;0.628;15073;2011-10-04;12500;69;15073;0.042;366;6;0.66724
1074595;1;13334;2011-09-01;10958;55;13334;0.433;14950;2011-09-30;12377;156;14950;0.381;13607;2011-09-05;11231;69;13607;0.061;366;0;1.16250
1074595;1;13334;2011-09-01;10958;55;13334;0.433;14950;2011-09-30;12377;156;14950;0.381;15073;2011-10-04;12500;69;15073;0.042;366;0;1.15339
1074595;1;14852;2011-09-29;12279;55;14852;0.299;13496;2011-09-02;11120;156;13496;0.628;13607;2011-09-05;11231;69;13607;0.061;366;6;0.41975
1074595;1;14852;2011-09-29;12279;55;14852;0.299;13496;2011-09-02;11120;156;13496;0.628;15073;2011-10-04;12500;69;15073;0.042;366;6;0.43857
1074595;1;14852;2011-09-29;12279;55;14852;0.299;14950;2011-09-30;12377;156;14950;0.381;13607;2011-09-05;11231;69;13607;0.061;366;6;0.74375
1074595;1;14852;2011-09-29;12279;55;14852;0.299;14950;2011-09-30;12377;156;14950;0.381;15073;2011-10-04;12500;69;15073;0.042;366;7;0.75811
1074596;1;13333;2011-09-01;10957;55;13333;0.302;13500;2011-09-02;11124;156;13500;0.457;13597;2011-09-05;11221;69;13597;0.049;366;7;0.62010
1074596;1;13333;2011-09-01;10957;55;13333;0.302;13500;2011-09-02;11124;156;13500;0.457;15074;2011-10-04;12501;69;15074;0.046;366;6;0.62287
1074596;1;13333;2011-09-01;10957;55;13333;0.302;14955;2011-09-30;12382;156;14955;0.477;13597;2011-09-05;11221;69;13597;0.049;366;6;0.59112
1074596;1;13333;2011-09-01;10957;55;13333;0.302;14955;2011-09-30;12382;156;14955;0.477;15074;2011-10-04;12501;69;15074;0.046;366;6;0.59397
1074596;1;14851;2011-09-29;12278;55;14851;0.335;13500;2011-09-02;11124;156;13500;0.457;13597;2011-09-05;11221;69;13597;0.049;366;6;0.70098
1074596;1;14851;2011-09-29;12278;55;14851;0.335;13500;2011-09-02;11124;156;13500;0.457;15074;2011-10-04;12501;69;15074;0.046;366;6;0.70316
1074596;1;14851;2011-09-29;12278;55;14851;0.335;14955;2011-09-30;12382;156;14955;0.477;13597;2011-09-05;11221;69;13597;0.049;366;6;0.66822
1074596;1;14851;2011-09-29;12278;55;14851;0.335;14955;2011-09-30;12382;156;14955;0.477;15074;2011-10-04;12501;69;15074;0.046;366;7;0.67053
1074597;1;13336;2011-09-01;10960;55;13336;0.402;13517;2011-09-02;11141;156;13517;0.568;13585;2011-09-05;11209;69;13585;0.056;366;7;0.67578
1074597;1;13336;2011-09-01;10960;55;13336;0.402;13517;2011-09-02;11141;156;13517;0.568;15075;2011-10-04;12502;69;15075;0.077;366;6;0.66191
1074597;1;13336;2011-09-01;10960;55;13336;0.402;14945;2011-09-30;12372;156;14945;1.014;13585;2011-09-05;11209;69;13585;0.056;366;6;0.36117
1074597;1;13336;2011-09-01;10960;55;13336;0.402;14945;2011-09-30;12372;156;14945;1.014;15075;2011-10-04;12502;69;15075;0.077;366;6;0.34685
1074597;1;14850;2011-09-29;12277;55;14850;0.672;13517;2011-09-02;11141;156;13517;0.568;13585;2011-09-05;11209;69;13585;0.056;366;0;1.20313
1074597;1;14850;2011-09-29;12277;55;14850;0.672;13517;2011-09-02;11141;156;13517;0.568;15075;2011-10-04;12502;69;15075;0.077;366;0;1.21181
1074597;1;14850;2011-09-29;12277;55;14850;0.672;14945;2011-09-30;12372;156;14945;1.014;13585;2011-09-05;11209;69;13585;0.056;366;6;0.64301
1074597;1;14850;2011-09-29;12277;55;14850;0.672;14945;2011-09-30;12372;156;14945;1.014;15075;2011-10-04;12502;69;15075;0.077;366;7;0.63501
1074598;1;13384;2011-09-01;11008;55;13384;0.574;13427;2011-09-02;11051;156;13427;0.754;13580;2011-09-05;11204;69;13580;0.078;366;7;0.73373
1074598;1;13384;2011-09-01;11008;55;13384;0.574;13427;2011-09-02;11051;156;13427;0.754;15076;2011-10-04;12503;69;15076;0.062;366;6;0.73988
1074598;1;13384;2011-09-01;11008;55;13384;0.574;14990;2011-09-30;12417;156;14990;0.617;13580;2011-09-05;11204;69;13580;0.078;366;6;0.92022
1074598;1;13384;2011-09-01;11008;55;13384;0.574;14990;2011-09-30;12417;156;14990;0.617;15076;2011-10-04;12503;69;15076;0.062;366;6;0.92252
1074598;1;14899;2011-09-29;12326;55;14899;0.460;13427;2011-09-02;11051;156;13427;0.754;13580;2011-09-05;11204;69;13580;0.078;366;6;0.56509
1074598;1;14899;2011-09-29;12326;55;14899;0.460;13427;2011-09-02;11051;156;13427;0.754;15076;2011-10-04;12503;69;15076;0.062;366;6;0.57514
1074598;1;14899;2011-09-29;12326;55;14899;0.460;14990;2011-09-30;12417;156;14990;0.617;13580;2011-09-05;11204;69;13580;0.078;366;6;0.70872
1074598;1;14899;2011-09-29;12326;55;14899;0.460;14990;2011-09-30;12417;156;14990;0.617;15076;2011-10-04;12503;69;15076;0.062;366;7;0.71712
1074599;1;13381;2011-09-01;11005;55;13381;0.572;13428;2011-09-02;11052;156;13428;0.790;13581;2011-09-05;11205;69;13581;0.077;366;7;0.69425
1074599;1;13381;2011-09-01;11005;55;13381;0.572;13428;2011-09-02;11052;156;13428;0.790;15077;2011-10-04;12504;69;15077;0.094;366;6;0.68678
1074599;1;13381;2011-09-01;11005;55;13381;0.572;14986;2011-09-30;12413;156;14986;1.005;13581;2011-09-05;11205;69;13581;0.077;366;6;0.53341
1074599;1;13381;2011-09-01;11005;55;13381;0.572;14986;2011-09-30;12413;156;14986;1.005;15077;2011-10-04;12504;69;15077;0.094;366;6;0.52470
1074599;1;14897;2011-09-29;12324;55;14897;0.728;13428;2011-09-02;11052;156;13428;0.790;13581;2011-09-05;11205;69;13581;0.077;366;6;0.91304
1074599;1;14897;2011-09-29;12324;55;14897;0.728;13428;2011-09-02;11052;156;13428;0.790;15077;2011-10-04;12504;69;15077;0.094;366;6;0.91092
1074599;1;14897;2011-09-29;12324;55;14897;0.728;14986;2011-09-30;12413;156;14986;1.005;13581;2011-09-05;11205;69;13581;0.077;366;6;0.70151
1074599;1;14897;2011-09-29;12324;55;14897;0.728;14986;2011-09-30;12413;156;14986;1.005;15077;2011-10-04;12504;69;15077;0.094;366;7;0.69594
1074600;1;13382;2011-09-01;11006;55;13382;0.447;13441;2011-09-02;11065;156;13441;0.585;13564;2011-09-05;11188;69;13564;0.06;366;7;0.73714
1074600;1;13382;2011-09-01;11006;55;13382;0.447;13441;2011-09-02;11065;156;13441;0.585;15078;2011-10-04;12505;69;15078;0.064;366;6;0.73512
1074600;1;13382;2011-09-01;11006;55;13382;0.447;14979;2011-09-30;12406;156;14979;0.648;13564;2011-09-05;11188;69;13564;0.06;366;6;0.65816
1074600;1;13382;2011-09-01;11006;55;13382;0.447;14979;2011-09-30;12406;156;14979;0.648;15078;2011-10-04;12505;69;15078;0.064;366;6;0.65582
1074600;1;14898;2011-09-29;12325;55;14898;0.489;13441;2011-09-02;11065;156;13441;0.585;13564;2011-09-05;11188;69;13564;0.06;366;6;0.81714
1074600;1;14898;2011-09-29;12325;55;14898;0.489;13441;2011-09-02;11065;156;13441;0.585;15078;2011-10-04;12505;69;15078;0.064;366;6;0.81574
1074600;1;14898;2011-09-29;12325;55;14898;0.489;14979;2011-09-30;12406;156;14979;0.648;13564;2011-09-05;11188;69;13564;0.06;366;6;0.72959
1074600;1;14898;2011-09-29;12325;55;14898;0.489;14979;2011-09-30;12406;156;14979;0.648;15078;2011-10-04;12505;69;15078;0.064;366;7;0.72774
1074601;1;13383;2011-09-01;11007;55;13383;0.577;13432;2011-09-02;11056;156;13432;0.848;13571;2011-09-05;11195;69;13571;0.081;366;7;0.64668
1074601;1;13383;2011-09-01;11007;55;13383;0.577;13432;2011-09-02;11056;156;13432;0.848;15079;2011-10-04;12506;69;15079;0.1;366;6;0.63770
1074601;1;13383;2011-09-01;11007;55;13383;0.577;14980;2011-09-30;12407;156;14980;1.096;13571;2011-09-05;11195;69;13571;0.081;366;6;0.48867
1074601;1;13383;2011-09-01;11007;55;13383;0.577;14980;2011-09-30;12407;156;14980;1.096;15079;2011-10-04;12506;69;15079;0.1;366;6;0.47892
1074601;1;14900;2011-09-29;12327;55;14900;0.777;13432;2011-09-02;11056;156;13432;0.848;13571;2011-09-05;11195;69;13571;0.081;366;6;0.90743
1074601;1;14900;2011-09-29;12327;55;14900;0.777;13432;2011-09-02;11056;156;13432;0.848;15079;2011-10-04;12506;69;15079;0.1;366;6;0.90508
1074601;1;14900;2011-09-29;12327;55;14900;0.777;14980;2011-09-30;12407;156;14980;1.096;13571;2011-09-05;11195;69;13571;0.081;366;6;0.68571
1074601;1;14900;2011-09-29;12327;55;14900;0.777;14980;2011-09-30;12407;156;14980;1.096;15079;2011-10-04;12506;69;15079;0.1;366;7;0.67972
1074602;1;13407;2011-09-01;11031;55;13407;0.709;13467;2011-09-02;11091;156;13467;0.912;13542;2011-09-05;11166;69;13542;0.088;366;7;0.75364
1074602;1;13407;2011-09-01;11031;55;13407;0.709;13467;2011-09-02;11091;156;13467;0.912;15080;2011-10-04;12507;69;15080;0.08;366;6;0.75601
1074602;1;13407;2011-09-01;11031;55;13407;0.709;15009;2011-09-30;12436;156;15009;0.781;13542;2011-09-05;11166;69;13542;0.088;366;6;0.89610
1074602;1;13407;2011-09-01;11031;55;13407;0.709;15009;2011-09-30;12436;156;15009;0.781;15080;2011-10-04;12507;69;15080;0.08;366;6;0.89729
1074602;1;14914;2011-09-29;12341;55;14914;0.561;13467;2011-09-02;11091;156;13467;0.912;13542;2011-09-05;11166;69;13542;0.088;366;6;0.57403
1074602;1;14914;2011-09-29;12341;55;14914;0.561;13467;2011-09-02;11091;156;13467;0.912;15080;2011-10-04;12507;69;15080;0.08;366;6;0.57812
1074602;1;14914;2011-09-29;12341;55;14914;0.561;15009;2011-09-30;12436;156;15009;0.781;13542;2011-09-05;11166;69;13542;0.088;366;6;0.68254
1074602;1;14914;2011-09-29;12341;55;14914;0.561;15009;2011-09-30;12436;156;15009;0.781;15080;2011-10-04;12507;69;15080;0.08;366;7;0.68616
1074603;1;13408;2011-09-01;11032;55;13408;0.322;13481;2011-09-02;11105;156;13481;0.406;13526;2011-09-05;11150;69;13526;0.044;366;7;0.76796
1074603;1;13408;2011-09-01;11032;55;13408;0.322;13481;2011-09-02;11105;156;13481;0.406;15081;2011-10-04;12508;69;15081;0.092;366;6;0.73248
